# COMMENT
# # cutUV cutIR samples
# 100.000000 0.000100 500# UV PARAMS
# beta gam massSq(UV) lam(UV)
# 0.250000 0.030000 1.000000 4.000000
# IR PARAMS
# massSq(IR) lam(IR) mu6(UR) mu8(UR) mu10(UR)
# 3.067951 1.474064 2.319300 0.000000 0.000000
# LATTICE PARAMS
# pos_count extent
# 320 8.000000
# Spectral function (PDE)
# p rho
7.475000 0.000033
7.500000 0.000033
7.525000 0.000032
7.550000 0.000032
7.575000 0.000031
7.600000 0.000031
7.625000 0.000030
7.650000 0.000029
7.675000 0.000029
7.700000 0.000028
7.725000 0.000028
7.750000 0.000028
7.775000 0.000027
7.800000 0.000027
7.825000 0.000026
7.850000 0.000026
7.875000 0.000025
7.900000 0.000025
7.925000 0.000025
7.950000 0.000024
7.975000 0.000024
