# COMMENT
# # cutUV cutIR samples
# 100.000000 0.000100 500# UV PARAMS
# beta gam massSq(UV) lam(UV)
# 1.000000 0.030000 1.000000 4.000000
# IR PARAMS
# massSq(IR) lam(IR) mu6(UR) mu8(UR) mu10(UR)
# 1.991666 1.971635 6.197939 0.000000 0.000000
# LATTICE PARAMS
# pos_count extent
# 320 8.000000
# Spectral function (PDE)
# p rho
5.025000 0.000141
5.050000 0.000136
5.075000 0.000132
5.100000 0.000129
5.125000 0.000125
5.150000 0.000122
5.175000 0.000118
5.200000 0.000115
5.225000 0.000112
5.250000 0.000109
5.275000 0.000107
5.300000 0.000104
5.325000 0.000101
5.350000 0.000099
5.375000 0.000097
5.400000 0.000094
5.425000 0.000092
5.450000 0.000090
5.475000 0.000088
5.500000 0.000086
5.525000 0.000084
5.550000 0.000082
5.575000 0.000081
5.600000 0.000079
5.625000 0.000077
5.650000 0.000076
5.675000 0.000074
5.700000 0.000073
5.725000 0.000071
5.750000 0.000070
5.775000 0.000068
5.800000 0.000067
5.825000 0.000066
5.850000 0.000064
5.875000 0.000063
5.900000 0.000062
5.925000 0.000061
5.950000 0.000060
5.975000 0.000059
6.000000 0.000058
6.025000 0.000057
6.050000 0.000056
6.075000 0.000055
6.100000 0.000054
6.125000 0.000053
6.150000 0.000052
6.175000 0.000051
6.200000 0.000050
6.225000 0.000049
6.250000 0.000049
6.275000 0.000048
6.300000 0.000047
6.325000 0.000046
6.350000 0.000046
6.375000 0.000045
6.400000 0.000044
6.425000 0.000043
6.450000 0.000043
6.475000 0.000042
6.500000 0.000041
6.525000 0.000041
6.550000 0.000040
6.575000 0.000040
6.600000 0.000039
6.625000 0.000039
6.650000 0.000038
6.675000 0.000038
6.700000 0.000037
6.725000 0.000036
6.750000 0.000036
6.775000 0.000036
6.800000 0.000035
6.825000 0.000035
6.850000 0.000034
6.875000 0.000034
6.900000 0.000033
6.925000 0.000033
6.950000 0.000032
6.975000 0.000032
7.000000 0.000032
7.025000 0.000031
7.050000 0.000031
7.075000 0.000030
7.100000 0.000030
7.125000 0.000030
7.150000 0.000029
7.175000 0.000029
7.200000 0.000029
7.225000 0.000028
7.250000 0.000028
7.275000 0.000027
7.300000 0.000027
7.325000 0.000027
7.350000 0.000027
7.375000 0.000026
7.400000 0.000026
7.425000 0.000026
7.450000 0.000025
7.475000 0.000025
7.500000 0.000025
7.525000 0.000024
7.550000 0.000024
7.575000 0.000024
7.600000 0.000024
7.625000 0.000023
7.650000 0.000023
7.675000 0.000023
7.700000 0.000023
7.725000 0.000022
7.750000 0.000022
7.775000 0.000022
7.800000 0.000022
7.825000 0.000021
7.850000 0.000021
7.875000 0.000021
7.900000 0.000021
7.925000 0.000020
7.950000 0.000020
7.975000 0.000020
