# COMMENT
# # cutUV cutIR samples
# 100.000000 0.000100 500# UV PARAMS
# beta gam massSq(UV) lam(UV)
# 0.250000 0.030000 1.000000 2.000000
# IR PARAMS
# massSq(IR) lam(IR) mu6(UR) mu8(UR) mu10(UR)
# 2.360650 0.818208 0.935425 0.000000 0.000000
# LATTICE PARAMS
# pos_count extent
# 320 8.000000
# Spectral function (PDE)
# p rho
0.000000 0.000080
0.025000 0.000234
0.050000 0.000389
0.075000 0.000545
0.100000 0.000703
0.125000 0.000864
0.150000 0.001028
0.175000 0.001196
0.200000 0.001368
0.225000 0.001547
0.250000 0.001731
0.275000 0.001923
0.300000 0.002124
0.325000 0.002335
0.350000 0.002556
0.375000 0.002790
0.400000 0.003038
0.425000 0.003302
0.450000 0.003585
0.475000 0.003887
0.500000 0.004212
0.525000 0.004564
0.550000 0.004945
0.575000 0.005359
0.600000 0.005811
0.625000 0.006306
0.650000 0.006851
0.675000 0.007452
0.700000 0.008118
0.725000 0.008859
0.750000 0.009686
0.775000 0.010613
0.800000 0.011656
0.825000 0.012833
0.850000 0.014168
0.875000 0.015686
0.900000 0.017420
0.925000 0.019407
0.950000 0.021690
0.975000 0.024323
1.000000 0.027365
1.025000 0.030889
1.050000 0.034974
1.075000 0.039713
1.100000 0.045209
1.125000 0.051568
1.150000 0.058901
1.175000 0.067312
1.200000 0.076882
1.225000 0.087658
1.250000 0.099623
1.275000 0.112682
1.300000 0.126637
1.325000 0.141179
1.350000 0.155901
1.375000 0.170324
1.400000 0.183946
1.425000 0.196302
1.450000 0.207010
1.475000 0.215799
1.500000 0.222510
1.525000 0.227073
1.550000 0.229471
1.575000 0.229703
1.600000 0.227762
1.625000 0.223630
1.650000 0.217296
1.675000 0.208793
1.700000 0.198240
1.725000 0.185878
1.750000 0.172082
1.775000 0.157341
1.800000 0.142205
1.825000 0.127213
1.850000 0.112832
1.875000 0.099414
1.900000 0.087180
1.925000 0.076231
1.950000 0.066575
1.975000 0.058148
2.000000 0.050848
2.025000 0.044557
2.050000 0.039147
2.075000 0.034500
2.100000 0.030506
2.125000 0.027068
2.150000 0.024103
2.175000 0.021538
2.200000 0.019313
2.225000 0.017376
2.250000 0.015685
2.275000 0.014203
2.300000 0.012901
2.325000 0.011752
2.350000 0.010736
2.375000 0.009835
2.400000 0.009032
2.425000 0.008316
2.450000 0.007675
2.475000 0.007100
2.500000 0.006582
2.525000 0.006115
2.550000 0.005692
2.575000 0.005309
2.600000 0.004961
2.625000 0.004643
2.650000 0.004354
2.675000 0.004088
2.700000 0.003845
2.725000 0.003622
2.750000 0.003416
2.775000 0.003227
2.800000 0.003051
2.825000 0.002889
2.850000 0.002738
2.875000 0.002599
2.900000 0.002469
2.925000 0.002347
2.950000 0.002234
2.975000 0.002129
3.000000 0.002030
3.025000 0.001937
3.050000 0.001851
3.075000 0.001769
3.100000 0.001693
3.125000 0.001621
3.150000 0.001553
3.175000 0.001489
3.200000 0.001429
3.225000 0.001372
3.250000 0.001319
3.275000 0.001268
3.300000 0.001220
3.325000 0.001175
3.350000 0.001133
3.375000 0.001092
3.400000 0.001054
3.425000 0.001017
3.450000 0.000983
3.475000 0.000950
3.500000 0.000919
3.525000 0.000890
3.550000 0.000862
3.575000 0.000835
3.600000 0.000810
3.625000 0.000786
3.650000 0.000763
3.675000 0.000742
3.700000 0.000721
3.725000 0.000702
3.750000 0.000683
3.775000 0.000666
3.800000 0.000649
3.825000 0.000633
3.850000 0.000618
3.875000 0.000604
3.900000 0.000591
3.925000 0.000578
3.950000 0.000566
3.975000 0.000555
4.000000 0.000544
4.025000 0.000534
4.050000 0.000525
4.075000 0.000516
4.100000 0.000508
4.125000 0.000500
4.150000 0.000492
4.175000 0.000485
4.200000 0.000479
4.225000 0.000473
4.250000 0.000467
4.275000 0.000461
4.300000 0.000456
4.325000 0.000451
4.350000 0.000446
4.375000 0.000441
4.400000 0.000436
4.425000 0.000431
4.450000 0.000426
4.475000 0.000421
4.500000 0.000416
